timestamp,vbat1642964219.08581,3.86
1642964220.124829,3.86
1642964221.161479,3.86
1642964222.200017,3.86
1642964223.24905,3.86
1642964224.289662,3.86
1642964225.367489,3.86
1642964226.409776,3.86
1642964227.453165,3.86
1642964228.491346,3.86
1642964229.552868,3.86
1642964230.737209,3.86
1642964231.777008,3.86
1642964232.820334,3.86
1642964233.862427,3.86
1642964234.901958,3.86
1642964235.940575,3.86
1642964236.982791,3.86
1642964238.038102,3.86
1642964239.077779,3.72
1642964240.116951,3.72
1642964241.155818,3.72
1642964242.194947,3.72
1642964243.240631,3.72
1642964244.280019,3.71
1642964245.318948,3.71
1642964246.395871,3.71
1642964247.436062,3.71
1642964248.479053,3.71
1642964249.51505,3.7
1642964250.576695,3.7
1642964251.623135,3.7
1642964252.666822,3.7
1642964253.708008,3.7
1642964254.743903,3.7
1642964255.781936,3.7
1642964256.819832,3.7
1642964257.854586,3.7
1642964258.896509,3.7
1642964259.935363,3.7
1642964260.984659,3.7
1642964262.026181,3.7
1642964263.063455,3.7
1642964264.100663,3.7
1642964265.139412,3.7
1642964266.17709,3.7
1642964267.214528,3.7
1642964268.25042,3.7
1642964269.285527,3.7
1642964270.329674,3.7
1642964271.363775,3.7
1642964272.403552,3.7
1642964273.442764,3.7
1642964274.482283,3.69
1642964275.518752,3.69
1642964276.55699,3.69
1642964277.633814,3.69
1642964278.673118,3.69
1642964279.713752,3.69
1642964280.75331,3.69
1642964281.786796,3.69
1642964282.824999,3.69
1642964283.866844,3.69
1642964284.906662,3.69
1642964285.946051,3.69
1642964286.985827,3.69
1642964288.020692,3.69
1642964289.076175,3.69
1642964290.121065,3.69
1642964291.160574,3.69
1642964292.199118,3.69
1642964293.237398,3.69
1642964294.278123,3.69
1642964295.313882,3.69
1642964296.349676,3.69
1642964297.41304,3.69
1642964298.453972,3.69
1642964299.48662,3.69
1642964300.526388,3.69
1642964301.565168,3.69
1642964302.603851,3.69
1642964303.640478,3.69
1642964304.684317,3.69
1642964305.724514,3.69
1642964306.764113,3.69
1642964307.805039,3.69
1642964308.839253,3.69
1642964309.875347,3.69
1642964310.913769,3.69
1642964311.95564,3.69
1642964313.016197,3.69
1642964314.052096,3.69
1642964315.090159,3.69
1642964316.12867,3.69
1642964317.171055,3.69
1642964318.214855,3.69
1642964319.253645,3.69
1642964320.295228,3.69
1642964321.33057,3.69
1642964322.370418,3.69
1642964323.410463,3.69
1642964324.452499,3.69
1642964325.489786,3.69
1642964326.536748,3.69
1642964327.575072,3.69
1642964328.612562,3.69
1642964329.650707,3.69
1642964330.691374,3.69
1642964331.73226,3.69
1642964332.772035,3.69
1642964333.810729,3.69
1642964334.845948,3.69
1642964335.885785,3.69
1642964336.919285,3.69
1642964337.964551,3.69
1642964339.005702,3.69
1642964340.048377,3.69
1642964341.087395,3.69
1642964342.125083,3.69
1642964343.165184,3.69
1642964344.204746,3.69
1642964345.239211,3.69
1642964346.285477,3.69
1642964347.320493,3.69
1642964348.356907,3.69
1642964349.396012,3.69
1642964350.436656,3.69
1642964351.475184,3.69
1642964352.509038,3.69
1642964353.556115,3.69
1642964354.602006,3.69
