# ts,lat,lon,ele,hdop,vdop
1.642362615265000105e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362675822000027e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362736971999884e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362797759000063e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362859068000078e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362919546000004e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642362979980000019e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363041996000051e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363128973000050e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363190059000015e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363266980000019e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363327378999949e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363388020999908e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363449354000092e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363509680999994e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363610002000093e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363670986999989e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363731997999907e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363795030999899e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363856053999901e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642363992319999933e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364052842000008e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364113250000000e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364234953999996e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364295671000004e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364356153000116e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364417065000057e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
1.642364477598999977e+09,4.576189430000000158e+01,-7.139449270000000070e+01,nan,nan,nan
