1635094800,46.0346,-73.0926,0
1635094850,46.035,-73.0905,75
1635094900,46.0355,-73.0884,150
1635094950,46.0359,-73.0863,225
1635095000,46.0364,-73.0841,300
1635095050,46.0368,-73.0818,375
1635095100,46.0373,-73.0794,450
1635095150,46.0378,-73.0769,525
1635095200,46.0383,-73.0744,600
1635095250,46.0388,-73.0716,675
1635095300,46.0393,-73.0688,750
1635095350,46.0399,-73.0658,825
1635095400,46.0404,-73.0626,900
1635095450,46.041,-73.0592,975
1635095500,46.0416,-73.0557,1050
1635095550,46.0421,-73.0521,1125
1635095600,46.0427,-73.0482,1200
1635095650,46.0432,-73.0442,1275
1635095700,46.0438,-73.04,1350
1635095750,46.0443,-73.0355,1425
1635095800,46.0448,-73.0309,1500
1635095850,46.0452,-73.0259,1575
1635095900,46.0456,-73.0207,1650
1635095950,46.0458,-73.0152,1725
1635096000,46.0459,-73.0093,1800
1635096050,46.046,-73.0032,1875
1635096100,46.0459,-72.9968,1950
1635096150,46.0457,-72.9901,2025
1635096200,46.0455,-72.9833,2100
1635096250,46.045,-72.9763,2175
1635096300,46.0445,-72.9691,2250
1635096350,46.0439,-72.9618,2325
1635096400,46.0432,-72.9544,2400
1635096450,46.0425,-72.9469,2475
1635096500,46.0416,-72.9392,2550
1635096550,46.0408,-72.9313,2625
1635096600,46.0399,-72.9233,2700
1635096650,46.039,-72.9152,2775
1635096700,46.038,-72.9068,2850
1635096750,46.0371,-72.8983,2925
1635096800,46.0361,-72.8896,3000
1635096850,46.0352,-72.8808,3075
1635096900,46.0342,-72.8717,3150
1635096950,46.0333,-72.8625,3225
1635097000,46.0323,-72.8531,3300
1635097050,46.0314,-72.8435,3375
1635097100,46.0305,-72.8338,3450
1635097150,46.0296,-72.8239,3525
1635097200,46.0286,-72.8138,3600
1635097250,46.0277,-72.8036,3675
1635097300,46.0267,-72.7931,3750
1635097350,46.0256,-72.7825,3825
1635097400,46.0246,-72.7716,3900
1635097450,46.0234,-72.7605,3975
1635097500,46.0222,-72.7491,4050
1635097550,46.021,-72.7374,4125
1635097600,46.0197,-72.7254,4200
1635097650,46.0184,-72.7132,4275
1635097700,46.017,-72.7007,4350
1635097750,46.0156,-72.6878,4425
1635097800,46.0142,-72.6747,4500
1635097850,46.0128,-72.6613,4575
1635097900,46.0115,-72.6478,4650
1635097950,46.0101,-72.6339,4725
1635098000,46.0087,-72.6199,4800
1635098050,46.0074,-72.6056,4875
1635098100,46.0061,-72.591,4950
1635098150,46.0048,-72.5763,4890.5
1635098200,46.0035,-72.5622,4573.56
1635098250,46.002,-72.549,4261.89
1635098300,46.0007,-72.5369,3955.3
1635098350,45.9995,-72.5259,3653.57
1635098400,45.9984,-72.5157,3356.53
1635098450,45.9972,-72.5062,3064
1635098500,45.996,-72.4973,2775.8
1635098550,45.995,-72.489,2491.79
1635098600,45.9942,-72.4812,2211.82
1635098650,45.9938,-72.4739,1935.75
1635098700,45.994,-72.4671,1663.45
1635098750,45.9946,-72.4614,1394.79
1635098800,45.9954,-72.4569,1129.66
1635098850,45.9962,-72.453,867.943
1635098900,45.9969,-72.4495,609.532
1635098950,45.9976,-72.4462,354.326
1635099000,45.9982,-72.4434,102.229
1635099021,45.9985,-72.4423,-2.74645
