1635087600,46.0352,-71.9187,0
1635087650,46.0347,-71.9166,75
1635087700,46.0341,-71.9146,150
1635087750,46.0336,-71.9124,225
1635087800,46.0329,-71.9099,300
1635087850,46.0323,-71.9072,375
1635087900,46.0315,-71.9044,450
1635087950,46.0308,-71.9014,525
1635088000,46.03,-71.8983,600
1635088050,46.0292,-71.8951,675
1635088100,46.0283,-71.8919,750
1635088150,46.0275,-71.8885,825
1635088200,46.0266,-71.8851,900
1635088250,46.0257,-71.8815,975
1635088300,46.0247,-71.8777,1050
1635088350,46.0237,-71.8736,1125
1635088400,46.0227,-71.8693,1200
1635088450,46.0216,-71.8647,1275
1635088500,46.0204,-71.8598,1350
1635088550,46.0192,-71.8547,1425
1635088600,46.018,-71.8494,1500
1635088650,46.0167,-71.8438,1575
1635088700,46.0153,-71.8381,1650
1635088750,46.0138,-71.8322,1725
1635088800,46.0123,-71.8262,1800
1635088850,46.0107,-71.8201,1875
1635088900,46.009,-71.8139,1950
1635088950,46.0074,-71.8077,2025
1635089000,46.0058,-71.8014,2100
1635089050,46.0043,-71.7951,2175
1635089100,46.0028,-71.7889,2250
1635089150,46.0014,-71.7827,2325
1635089200,46.0001,-71.7765,2400
1635089250,45.9989,-71.7705,2475
1635089300,45.9978,-71.7646,2550
1635089350,45.9968,-71.7588,2625
1635089400,45.9959,-71.7531,2700
1635089450,45.9951,-71.7475,2775
1635089500,45.9944,-71.7421,2850
1635089550,45.9939,-71.7368,2925
1635089600,45.9934,-71.7315,3000
1635089650,45.993,-71.7263,3075
1635089700,45.9927,-71.7212,3150
1635089750,45.9926,-71.7161,3225
1635089800,45.9925,-71.711,3300
1635089850,45.9926,-71.7059,3375
1635089900,45.9928,-71.7008,3450
1635089950,45.993,-71.6956,3525
1635090000,45.9934,-71.6904,3600
1635090050,45.994,-71.685,3675
1635090100,45.9946,-71.6795,3750
1635090150,45.9953,-71.6739,3825
1635090200,45.9962,-71.6682,3900
1635090250,45.9972,-71.6623,3975
1635090300,45.9983,-71.6563,4050
1635090350,45.9995,-71.6503,4125
1635090400,46.0008,-71.6441,4200
1635090450,46.0022,-71.6378,4275
1635090500,46.0037,-71.6315,4350
1635090550,46.0052,-71.6251,4425
1635090600,46.0069,-71.6187,4500
1635090650,46.0086,-71.6123,4575
1635090700,46.0103,-71.6058,4650
1635090750,46.0122,-71.5993,4725
1635090800,46.0141,-71.5927,4800
1635090850,46.016,-71.5861,4875
1635090900,46.018,-71.5795,4950
1635090950,46.02,-71.5728,4890.5
1635091000,46.0219,-71.5663,4573.56
1635091050,46.0235,-71.56,4261.89
1635091100,46.0247,-71.554,3955.3
1635091150,46.0255,-71.5483,3653.57
1635091200,46.0259,-71.5431,3356.53
1635091250,46.0258,-71.5381,3064
1635091300,46.0254,-71.533,2775.8
1635091350,46.0245,-71.5276,2491.79
1635091400,46.0232,-71.5218,2211.82
1635091450,46.0217,-71.5159,1935.75
1635091500,46.0201,-71.5101,1663.45
1635091550,46.0187,-71.5049,1394.79
1635091600,46.0175,-71.5001,1129.66
1635091650,46.0164,-71.4956,867.943
1635091700,46.0153,-71.4912,609.532
1635091750,46.0144,-71.4875,354.326
1635091800,46.0138,-71.4851,102.229
1635091821,46.0136,-71.4842,-2.74645
